number,Type,Date,Time,num_Sats,HDOP,Lat,Lon,Notes
#371,71899,9/18/2009,12:15:38 a.m.,5,4,-12.32319,-142.10736,Fix
#372,71899,9/18/2009,3:15:38 a.m.,6,1,-12.32314,-142.10747,Fix
#349,71899,9/15/2009,6:26:02 a.m.,5,3,-12.32306,-142.10744,Fix
#352,71899,9/15/2009,3:23:38 p.m.,7,1,-12.32296,-142.10805,Fix
#527,71899,10/7/2009,10:50:38 a.m.,6,1,-12.32285,-142.10789,Fix
#501,71899,10/4/2009,5:00:38 a.m.,9,1,-12.32263,-142.10713,Fix
#491,71899,10/2/2009,11:08:37 p.m.,4,2,-12.3226,-142.10729,Fix
#940,71899,11/27/2009,9:44:02 p.m.,5,2,-12.32259,-142.1069,Fix
#208,71899,8/28/2009,5:00:44 p.m.,4,4,-12.32224,-142.10659,Fix
#134,71899,8/19/2009,11:50:38 a.m.,7,1,-12.32212,-142.10675,Fix
#493,71899,10/3/2009,5:06:40 a.m.,6,1,-12.32119,-142.10578,Fix
#317,71899,9/11/2009,6:45:56 a.m.,5,3,-12.32118,-142.10647,Fix
#315,71899,9/11/2009,12:46:38 a.m.,5,1,-12.32109,-142.10657,Fix
#426,71899,9/24/2009,8:48:38 p.m.,7,3,-12.32085,-142.10575,Fix
#457,71899,9/28/2009,5:24:38 p.m.,9,1,-12.32054,-142.10599,Fix
#588,71899,10/15/2009,1:15:20 a.m.,4,3,-12.32037,-142.10619,Fix
#502,71899,10/4/2009,8:00:38 a.m.,5,2,-12.31985,-142.10593,Fix
#160,71899,8/22/2009,5:31:38 p.m.,7,1,-12.31977,-142.10622,Fix
#495,71899,10/3/2009,11:06:38 a.m.,7,3,-12.31914,-142.10638,Fix
#111,71899,8/16/2009,3:11:56 p.m.,5,1,-12.31891,-142.10677,Fix
#405,71899,9/22/2009,5:56:40 a.m.,7,13,-12.31784,-142.10886,Fix
#407,71899,9/22/2009,11:55:44 a.m.,5,1,-12.31777,-142.10916,Fix
#367,71899,9/17/2009,12:16:38 p.m.,6,1,-12.31776,-142.10874,Fix
#406,71899,9/22/2009,8:57:02 a.m.,6,1,-12.31776,-142.10899,Fix
#403,71899,9/21/2009,11:56:38 p.m.,6,2,-12.31773,-142.10899,Fix
#404,71899,9/22/2009,2:56:38 a.m.,4,2,-12.31772,-142.10898,Fix
#401,71899,9/21/2009,5:59:05 p.m.,4,3,-12.31757,-142.10919,Fix
#224,71899,8/30/2009,4:46:38 p.m.,6,1,-12.3173,-142.10884,Fix
#318,71899,9/11/2009,9:45:27 a.m.,4,2,-12.31719,-142.10875,Fix
#312,71899,9/10/2009,3:48:38 p.m.,6,1,-12.31607,-142.10998,Fix
#289,71899,9/7/2009,7:05:56 p.m.,4,2,-12.31601,-142.11136,Fix
#288,71899,9/7/2009,4:05:38 p.m.,5,1,-12.31598,-142.10989,Fix
#294,71899,9/8/2009,10:02:02 a.m.,5,2,-12.31598,-142.11087,Fix
#320,71899,9/11/2009,3:44:38 p.m.,6,2,-12.31554,-142.11027,Fix
#400,71899,9/21/2009,2:58:38 p.m.,6,1,-12.31552,-142.11034,Fix
#287,71899,9/7/2009,1:05:38 p.m.,6,1,-12.3137,-142.11251,Fix
#353,71899,9/15/2009,6:24:38 p.m.,8,1,-12.31337,-142.11275,Fix
#399,71899,9/21/2009,11:58:56 a.m.,5,1,-12.31214,-142.11252,Fix
#427,71899,9/24/2009,11:47:38 p.m.,6,1,-12.31176,-142.11258,Fix
#342,71899,9/14/2009,9:28:59 a.m.,6,1,-12.31173,-142.11329,Fix
#590,71899,10/15/2009,7:13:38 a.m.,5,2,-12.31158,-142.11264,Fix
#619,71899,10/18/2009,10:03:38 p.m.,7,1,-12.31109,-142.11297,Fix
#618,71899,10/18/2009,7:04:38 p.m.,5,2,-12.3096,-142.11284,Fix
#616,71899,10/18/2009,1:05:38 p.m.,4,1,-12.30957,-142.11304,Fix
#617,71899,10/18/2009,4:06:00 p.m.,8,1,-12.30946,-142.113,Fix
#167,71899,8/23/2009,2:25:38 p.m.,6,1,-12.30919,-142.11231,Fix
#398,71899,9/21/2009,8:58:32 a.m.,5,2,-12.30574,-142.11188,Fix
#319,71899,9/11/2009,12:44:38 p.m.,9,0,-12.30523,-142.11226,Fix
#296,71899,9/8/2009,3:59:38 p.m.,9,1,-12.30462,-142.11206,Fix
#311,71899,9/10/2009,12:49:02 p.m.,7,1,-12.30449,-142.11213,Fix
#414,71899,9/23/2009,8:52:39 a.m.,6,1,-12.30435,-142.11151,Fix
#615,71899,10/18/2009,10:05:38 a.m.,6,2,-12.30428,-142.11185,Fix
#397,71899,9/21/2009,5:59:38 a.m.,5,2,-12.30426,-142.11143,Fix
#340,71899,9/14/2009,3:30:38 a.m.,7,1,-12.30425,-142.11154,Fix
#468,71899,9/30/2009,2:18:38 a.m.,6,1,-12.30424,-142.1117,Fix
#872,71899,11/19/2009,10:19:38 a.m.,6,1,-12.30329,-142.11213,Fix
#422,71899,9/24/2009,8:50:27 a.m.,4,2,-12.30303,-142.11198,Fix
#153,71899,8/21/2009,8:35:38 p.m.,5,2,-12.30275,-142.11192,Fix
#467,71899,9/29/2009,11:18:38 p.m.,5,2,-12.30263,-142.11133,Fix
#336,71899,9/13/2009,3:32:39 p.m.,9,0,-12.30231,-142.11165,Fix
#888,71899,11/21/2009,10:11:38 a.m.,8,1,-12.30222,-142.11136,Fix
#421,71899,9/24/2009,5:50:56 a.m.,8,1,-12.30186,-142.11131,Fix
#873,71899,11/19/2009,1:18:38 p.m.,8,1,-12.30181,-142.11106,Fix
#361,71899,9/16/2009,6:18:50 p.m.,4,4,-12.30177,-142.11096,Fix
#452,71899,9/28/2009,2:29:03 a.m.,5,3,-12.30177,-142.11122,Fix
#613,71899,10/18/2009,4:06:39 a.m.,5,1,-12.30177,-142.1111,Fix
#384,71899,9/19/2009,3:07:38 p.m.,4,1,-12.30176,-142.11117,Fix
#528,71899,10/7/2009,1:49:38 p.m.,5,1,-12.30176,-142.11113,Fix
#537,71899,10/8/2009,4:44:38 p.m.,6,1,-12.30176,-142.11111,Fix
#416,71899,9/23/2009,2:52:38 p.m.,6,1,-12.30175,-142.11105,Fix
#594,71899,10/15/2009,7:12:38 p.m.,6,2,-12.30175,-142.11107,Fix
#597,71899,10/16/2009,4:11:38 a.m.,7,1,-12.30175,-142.11106,Fix
#385,71899,9/19/2009,6:06:38 p.m.,6,2,-12.30174,-142.11104,Fix
#449,71899,9/27/2009,5:28:38 p.m.,5,3,-12.30174,-142.11103,Fix
#602,71899,10/16/2009,7:09:38 p.m.,5,2,-12.30174,-142.11109,Fix
#417,71899,9/23/2009,5:51:38 p.m.,5,4,-12.30173,-142.11109,Fix
#459,71899,9/28/2009,11:23:40 p.m.,5,1,-12.30173,-142.11124,Fix
#538,71899,10/8/2009,7:45:09 p.m.,5,3,-12.30173,-142.11108,Fix
#539,71899,10/8/2009,10:44:39 p.m.,5,2,-12.30173,-142.11113,Fix
#591,71899,10/15/2009,10:12:39 a.m.,5,2,-12.30173,-142.11141,Fix
#540,71899,10/9/2009,1:44:38 a.m.,6,2,-12.30172,-142.1111,Fix
#387,71899,9/20/2009,12:06:38 a.m.,5,8,-12.30171,-142.11118,Fix
#412,71899,9/23/2009,2:53:38 a.m.,5,2,-12.30171,-142.111,Fix
#536,71899,10/8/2009,1:44:38 p.m.,6,1,-12.30171,-142.1109,Fix
#541,71899,10/9/2009,4:43:38 a.m.,7,1,-12.30171,-142.11112,Fix
#612,71899,10/18/2009,1:08:02 a.m.,5,1,-12.30171,-142.11115,Fix
#614,71899,10/18/2009,7:06:38 a.m.,6,1,-12.30171,-142.1111,Fix
#876,71899,11/19/2009,10:18:39 p.m.,6,3,-12.30171,-142.11115,Fix
#390,71899,9/20/2009,9:03:03 a.m.,5,1,-12.3017,-142.11111,Fix
#409,71899,9/22/2009,5:56:44 p.m.,5,1,-12.3017,-142.11119,Fix
#593,71899,10/15/2009,4:12:39 p.m.,8,1,-12.3017,-142.11112,Fix
#595,71899,10/15/2009,10:12:38 p.m.,5,2,-12.3017,-142.11114,Fix
#603,71899,10/16/2009,10:09:56 p.m.,5,2,-12.3017,-142.11114,Fix
#338,71899,9/13/2009,9:30:56 p.m.,5,2,-12.30169,-142.11113,Fix
#418,71899,9/23/2009,8:52:15 p.m.,4,3,-12.30169,-142.1111,Fix
#446,71899,9/27/2009,8:32:04 a.m.,7,1,-12.30169,-142.11126,Fix
#592,71899,10/15/2009,1:12:38 p.m.,5,1,-12.30169,-142.11113,Fix
#875,71899,11/19/2009,7:18:39 p.m.,6,1,-12.30169,-142.11112,Fix
#878,71899,11/20/2009,4:16:56 a.m.,5,1,-12.30169,-142.1112,Fix
#529,71899,10/7/2009,4:49:58 p.m.,6,1,-12.30168,-142.11119,Fix
#530,71899,10/7/2009,7:48:59 p.m.,5,2,-12.30168,-142.11102,Fix
#596,71899,10/16/2009,1:11:38 a.m.,8,1,-12.30168,-142.11113,Fix
#874,71899,11/19/2009,4:18:56 p.m.,5,1,-12.30168,-142.11121,Fix
#441,71899,9/26/2009,5:35:38 p.m.,7,1,-12.30167,-142.11104,Fix
#451,71899,9/27/2009,11:28:44 p.m.,4,1,-12.30167,-142.1111,Fix
#408,71899,9/22/2009,2:55:56 p.m.,4,1,-12.30166,-142.11114,Fix
#442,71899,9/26/2009,8:35:41 p.m.,4,3,-12.30166,-142.11118,Fix
#443,71899,9/26/2009,11:35:57 p.m.,4,3,-12.30166,-142.11115,Fix
#410,71899,9/22/2009,8:54:38 p.m.,5,2,-12.30165,-142.11114,Fix
#411,71899,9/22/2009,11:54:39 p.m.,4,3,-12.30165,-142.11089,Fix
#419,71899,9/23/2009,11:51:38 p.m.,5,2,-12.30165,-142.11111,Fix
#460,71899,9/29/2009,2:23:39 a.m.,6,3,-12.30165,-142.1111,Fix
#532,71899,10/8/2009,1:47:38 a.m.,5,1,-12.30165,-142.11119,Fix
#604,71899,10/17/2009,1:09:39 a.m.,6,1,-12.30165,-142.11117,Fix
#362,71899,9/16/2009,9:19:06 p.m.,4,3,-12.30164,-142.1112,Fix
#444,71899,9/27/2009,2:35:04 a.m.,5,3,-12.30164,-142.11113,Fix
#448,71899,9/27/2009,2:29:56 p.m.,6,1,-12.30164,-142.1111,Fix
#458,71899,9/28/2009,8:24:02 p.m.,7,2,-12.30164,-142.11118,Fix
#531,71899,10/7/2009,10:47:38 p.m.,5,2,-12.30164,-142.11112,Fix
#450,71899,9/27/2009,8:28:38 p.m.,5,1,-12.30163,-142.11114,Fix
#605,71899,10/17/2009,4:08:38 a.m.,6,1,-12.30163,-142.11131,Fix
#606,71899,10/17/2009,7:08:26 a.m.,4,5,-12.30163,-142.11138,Fix
#339,71899,9/14/2009,12:29:38 a.m.,6,1,-12.3016,-142.11117,Fix
#379,71899,9/19/2009,12:09:38 a.m.,7,1,-12.30159,-142.1112,Fix
#454,71899,9/28/2009,8:26:57 a.m.,6,2,-12.30159,-142.11182,Fix
#363,71899,9/17/2009,12:18:38 a.m.,5,2,-12.30158,-142.11104,Fix
#941,71899,11/28/2009,12:41:38 a.m.,5,1,-12.30154,-142.11134,Fix
#462,71899,9/29/2009,8:24:27 a.m.,6,3,-12.30152,-142.11178,Fix
#535,71899,10/8/2009,10:45:38 a.m.,6,1,-12.30138,-142.11205,Fix
#364,71899,9/17/2009,3:18:38 a.m.,6,2,-12.30127,-142.11132,Fix
#380,71899,9/19/2009,3:08:38 a.m.,5,2,-12.30108,-142.11102,Fix
#381,71899,9/19/2009,6:10:32 a.m.,6,2,-12.30098,-142.11156,Fix
#382,71899,9/19/2009,9:08:28 a.m.,4,2,-12.30097,-142.11149,Fix
#542,71899,10/9/2009,7:43:39 a.m.,7,2,-12.30091,-142.11145,Fix
#598,71899,10/16/2009,7:11:38 a.m.,6,1,-12.30087,-142.11147,Fix
#607,71899,10/17/2009,10:08:39 a.m.,6,1,-12.30063,-142.11109,Fix
#297,71899,9/8/2009,6:58:38 p.m.,6,4,-12.30056,-142.11096,Fix
#145,71899,8/20/2009,8:42:38 p.m.,7,1,-12.30053,-142.11079,Fix
#420,71899,9/24/2009,2:51:38 a.m.,7,2,-12.3005,-142.11088,Fix
#415,71899,9/23/2009,11:53:53 a.m.,7,1,-12.30047,-142.11047,Fix
#366,71899,9/17/2009,9:16:38 a.m.,10,0,-12.3003,-142.11098,Fix
#143,71899,8/20/2009,2:44:08 p.m.,5,1,-12.30018,-142.11128,Fix
#156,71899,8/22/2009,5:33:38 a.m.,7,1,-12.29995,-142.1105,Fix
#948,71899,11/28/2009,9:35:57 p.m.,6,1,-12.29981,-142.11017,Fix
#887,71899,11/21/2009,7:11:38 a.m.,6,1,-12.29978,-142.11031,Fix
#946,71899,11/28/2009,3:36:02 p.m.,5,2,-12.29976,-142.11026,Fix
#870,71899,11/19/2009,4:20:53 a.m.,5,2,-12.29972,-142.11023,Fix
#945,71899,11/28/2009,12:35:38 p.m.,5,1,-12.29971,-142.11034,Fix
#886,71899,11/21/2009,4:13:04 a.m.,8,1,-12.2997,-142.11021,Fix
#880,71899,11/20/2009,10:15:38 a.m.,7,1,-12.29962,-142.11036,Fix
#149,71899,8/21/2009,8:39:38 a.m.,7,3,-12.29957,-142.11089,Fix
#863,71899,11/18/2009,7:24:39 a.m.,8,1,-12.29944,-142.11026,Fix
#157,71899,8/22/2009,8:32:56 a.m.,5,2,-12.29939,-142.11007,Fix
#299,71899,9/9/2009,12:57:38 a.m.,8,1,-12.29911,-142.11014,Fix
#144,71899,8/20/2009,5:42:38 p.m.,8,1,-12.29879,-142.11027,Fix
#431,71899,9/25/2009,11:44:38 a.m.,6,1,-12.29872,-142.11058,Fix
#303,71899,9/9/2009,12:54:38 p.m.,7,1,-12.29809,-142.11016,Fix
#610,71899,10/17/2009,7:08:32 p.m.,4,1,-12.29791,-142.10988,Fix
#884,71899,11/20/2009,10:13:38 p.m.,8,1,-12.29787,-142.11025,Fix
#882,71899,11/20/2009,4:14:38 p.m.,6,1,-12.29783,-142.11026,Fix
#883,71899,11/20/2009,7:14:58 p.m.,5,1,-12.29783,-142.11027,Fix
#277,71899,9/6/2009,7:14:56 a.m.,7,1,-12.29782,-142.10991,Fix
#534,71899,10/8/2009,7:47:57 a.m.,6,1,-12.29782,-142.1103,Fix
#611,71899,10/17/2009,10:08:11 p.m.,6,2,-12.29781,-142.10933,Fix
#392,71899,9/20/2009,3:02:38 p.m.,7,1,-12.29778,-142.10942,Fix
#464,71899,9/29/2009,2:19:38 p.m.,6,1,-12.29777,-142.10931,Fix
#868,71899,11/18/2009,10:21:38 p.m.,8,1,-12.29776,-142.10986,Fix
#394,71899,9/20/2009,9:01:38 p.m.,5,2,-12.29775,-142.10939,Fix
#608,71899,10/17/2009,1:09:38 p.m.,6,1,-12.29775,-142.1094,Fix
#609,71899,10/17/2009,4:09:02 p.m.,5,3,-12.29768,-142.10956,Fix
#393,71899,9/20/2009,6:01:38 p.m.,7,3,-12.29765,-142.10952,Fix
#466,71899,9/29/2009,8:19:38 p.m.,7,2,-12.29696,-142.10901,Fix
#330,71899,9/12/2009,9:36:38 p.m.,6,3,-12.29646,-142.10855,Fix
#881,71899,11/20/2009,1:14:38 p.m.,6,1,-12.29613,-142.10898,Fix
#391,71899,9/20/2009,12:02:39 p.m.,8,1,-12.29612,-142.10853,Fix
#333,71899,9/13/2009,6:35:02 a.m.,7,1,-12.29551,-142.10679,Fix
#225,71899,8/30/2009,7:47:38 p.m.,4,3,-12.29547,-142.10668,Fix
#310,71899,9/10/2009,9:49:38 a.m.,5,2,-12.29523,-142.108,Fix
#334,71899,9/13/2009,9:33:38 a.m.,9,1,-12.29505,-142.10565,Fix
#953,71899,11/29/2009,12:27:39 p.m.,6,2,-12.29501,-142.10587,Fix
#599,71899,10/16/2009,10:12:09 a.m.,5,1,-12.29493,-142.10667,Fix
#286,71899,9/7/2009,10:07:08 a.m.,5,5,-12.29489,-142.10669,Fix
#865,71899,11/18/2009,1:22:38 p.m.,5,1,-12.29489,-142.10583,Fix
#866,71899,11/18/2009,4:23:10 p.m.,5,1,-12.29487,-142.10589,Fix
#867,71899,11/18/2009,7:21:38 p.m.,5,4,-12.29482,-142.10594,Fix
#954,71899,11/29/2009,3:26:56 p.m.,4,2,-12.29482,-142.10597,Fix
#864,71899,11/18/2009,10:22:51 a.m.,5,3,-12.2948,-142.10648,Fix
#332,71899,9/13/2009,3:35:56 a.m.,5,3,-12.29439,-142.10288,Fix
#438,71899,9/26/2009,8:39:36 a.m.,7,2,-12.29416,-142.10363,Fix
#304,71899,9/9/2009,3:54:39 p.m.,8,1,-12.29389,-142.10267,Fix
#360,71899,9/16/2009,3:19:38 p.m.,6,1,-12.29361,-142.10202,Fix
#281,71899,9/6/2009,7:10:52 p.m.,4,4,-12.29313,-142.10016,Fix
#243,71899,9/2/2009,1:36:38 a.m.,6,1,-12.29289,-142.10039,Fix
#280,71899,9/6/2009,4:10:43 p.m.,5,2,-12.29288,-142.10023,Fix
#242,71899,9/1/2009,10:36:38 p.m.,5,1,-12.29284,-142.10039,Fix
#306,71899,9/9/2009,9:53:39 p.m.,6,2,-12.29282,-142.10037,Fix
#279,71899,9/6/2009,1:11:29 p.m.,6,1,-12.29279,-142.10019,Fix
#305,71899,9/9/2009,6:54:38 p.m.,7,1,-12.29278,-142.1002,Fix
#247,71899,9/2/2009,1:35:08 p.m.,5,1,-12.29276,-142.10018,Fix
#248,71899,9/2/2009,4:32:38 p.m.,5,1,-12.29276,-142.1002,Fix
#302,71899,9/9/2009,9:55:39 a.m.,6,1,-12.29251,-142.10083,Fix
#226,71899,8/30/2009,10:47:33 p.m.,6,2,-12.2921,-142.0999,Fix
#600,71899,10/16/2009,1:12:40 p.m.,5,1,-12.29164,-142.1013,Fix
#465,71899,9/29/2009,5:19:39 p.m.,8,1,-12.29145,-142.09751,Fix
#963,71899,11/30/2009,6:20:56 p.m.,4,3,-12.29135,-142.10255,Fix
#962,71899,11/30/2009,3:20:38 p.m.,5,1,-12.29124,-142.10192,Fix
#965,71899,12/1/2009,12:21:26 a.m.,5,1,-12.29108,-142.10196,Fix
#964,71899,11/30/2009,9:20:57 p.m.,6,2,-12.29099,-142.10196,Fix
#152,71899,8/21/2009,5:36:38 p.m.,5,1,-12.2909,-142.09496,Fix
#354,71899,9/15/2009,9:23:39 p.m.,6,1,-12.29085,-142.09464,Fix
#178,71899,8/24/2009,11:21:38 p.m.,8,1,-12.29063,-142.09382,Fix
#240,71899,9/1/2009,4:38:26 p.m.,4,4,-12.29058,-142.09475,Fix
#238,71899,9/1/2009,10:40:38 a.m.,4,2,-12.29056,-142.09091,Fix
#104,71899,8/15/2009,6:17:39 p.m.,6,1,-12.29055,-142.09301,Fix
#239,71899,9/1/2009,1:38:39 p.m.,4,2,-12.29047,-142.09087,Fix
#250,71899,9/2/2009,10:32:38 p.m.,6,2,-12.29047,-142.09098,Fix
#254,71899,9/3/2009,10:28:39 a.m.,7,10,-12.29047,-142.09035,Fix
#233,71899,8/31/2009,7:41:40 p.m.,6,1,-12.29042,-142.08717,Fix
#235,71899,9/1/2009,1:41:27 a.m.,4,3,-12.29035,-142.08979,Fix
#434,71899,9/25/2009,8:42:39 p.m.,5,10,-12.29031,-142.0913,Fix
#236,71899,9/1/2009,4:39:56 a.m.,5,15,-12.2903,-142.09081,Fix
#232,71899,8/31/2009,4:41:56 p.m.,5,1,-12.29024,-142.08726,Fix
#249,71899,9/2/2009,7:32:41 p.m.,7,1,-12.29016,-142.09287,Fix
#960,71899,11/30/2009,9:21:57 a.m.,4,2,-12.29015,-142.10238,Fix
#435,71899,9/25/2009,11:41:56 p.m.,8,1,-12.29011,-142.09094,Fix
#230,71899,8/31/2009,10:42:38 a.m.,10,1,-12.2901,-142.08733,Fix
#231,71899,8/31/2009,1:41:23 p.m.,5,1,-12.2901,-142.08795,Fix
#432,71899,9/25/2009,2:43:38 p.m.,7,1,-12.29006,-142.08675,Fix
#433,71899,9/25/2009,5:43:58 p.m.,5,2,-12.29004,-142.08654,Fix
#961,71899,11/30/2009,12:21:08 p.m.,5,1,-12.2899,-142.10183,Fix
#258,71899,9/3/2009,10:27:08 p.m.,7,1,-12.28965,-142.08886,Fix
#103,71899,8/15/2009,3:17:38 p.m.,10,0,-12.2892,-142.08402,Fix
#257,71899,9/3/2009,7:27:09 p.m.,12,0,-12.28833,-142.08141,Fix
#259,71899,9/4/2009,1:26:28 a.m.,4,3,-12.28805,-142.08118,Fix
#273,71899,9/5/2009,7:15:38 p.m.,9,1,-12.28619,-142.07817,Fix
#262,71899,9/4/2009,10:24:04 a.m.,7,1,-12.28616,-142.0794,Fix
#359,71899,9/16/2009,12:19:38 p.m.,6,3,-12.28482,-142.07757,Fix
#255,71899,9/3/2009,1:27:57 p.m.,7,1,-12.28435,-142.07829,Fix
#256,71899,9/3/2009,4:26:56 p.m.,6,1,-12.28409,-142.07702,Fix
#176,71899,8/24/2009,5:21:02 p.m.,6,1,-12.28359,-142.07776,Fix
#358,71899,9/16/2009,9:20:40 a.m.,6,3,-12.28356,-142.07768,Fix
#174,71899,8/24/2009,11:23:38 a.m.,6,5,-12.28057,-142.04544,Fix
#270,71899,9/5/2009,10:18:51 a.m.,5,2,-12.27675,-142.05505,Fix
#264,71899,9/4/2009,4:22:38 p.m.,6,1,-12.27575,-142.05376,Fix
#271,71899,9/5/2009,1:16:39 p.m.,6,2,-12.27471,-142.05477,Fix
#968,71899,12/1/2009,9:16:38 a.m.,8,1,-12.27331,-142.07198,Fix
#93,71899,8/14/2009,9:27:57 a.m.,5,3,-12.27283,-142.0581,Fix
#82,71899,8/13/2009,12:38:08 a.m.,7,2,-12.27276,-142.05784,Fix
#97,71899,8/14/2009,9:23:38 p.m.,7,1,-12.27272,-142.05805,Fix
#170,71899,8/23/2009,11:25:03 p.m.,6,2,-12.27196,-142.0598,Fix
#101,71899,8/15/2009,9:21:03 a.m.,9,3,-12.2719,-142.06005,Fix
#168,71899,8/23/2009,5:25:26 p.m.,4,3,-12.27181,-142.0713,Fix
#172,71899,8/24/2009,5:22:39 a.m.,4,3,-12.27147,-142.05723,Fix
#102,71899,8/15/2009,12:18:20 p.m.,5,2,-12.27132,-142.06188,Fix
#272,71899,9/5/2009,4:16:38 p.m.,5,1,-12.27085,-142.05914,Fix
#175,71899,8/24/2009,2:21:39 p.m.,5,4,-12.27051,-142.06638,Fix
#263,71899,9/4/2009,1:23:40 p.m.,7,1,-12.27017,-142.06494,Fix
#969,71899,12/1/2009,12:16:28 p.m.,4,2,-12.26204,-142.00456,Fix
#970,71899,12/1/2009,3:16:42 p.m.,9,1,-12.25984,-141.94585,Fix
#971,71899,12/1/2009,6:15:38 p.m.,6,3,-12.2472,-141.92166,Fix
#976,71899,12/2/2009,9:11:38 a.m.,6,1,-12.20018,-141.9175,Fix
#977,71899,12/2/2009,12:10:38 p.m.,6,1,-12.1544,-141.93641,Fix
#984,71899,12/3/2009,9:07:50 a.m.,4,2,-12.10565,-141.94811,Fix
#985,71899,12/3/2009,12:04:41 p.m.,5,1,-12.10433,-141.94877,Fix
#986,71899,12/3/2009,3:04:38 p.m.,5,1,-12.1039,-141.95048,Fix
#987,71899,12/3/2009,6:04:38 p.m.,5,2,-12.10319,-141.95059,Fix
#988,71899,12/3/2009,9:04:39 p.m.,6,3,-12.10246,-141.95104,Fix
#1669,71899,2/26/2010,4:48:33 p.m.,4,5,-12.10219,-141.95158,Fix
#1225,71899,1/2/2010,9:18:39 a.m.,4,2,-12.10184,-141.95291,Fix
#1147,71899,12/23/2009,4:10:38 p.m.,5,1,-12.10168,-141.95293,Fix
#1677,71899,2/27/2010,4:43:51 p.m.,5,2,-12.10168,-141.95328,Fix
#1352,71899,1/18/2010,5:16:50 a.m.,4,4,-12.10166,-141.95334,Fix
#1033,71899,12/9/2009,11:32:08 a.m.,5,4,-12.10165,-141.95326,Fix
#1148,71899,12/23/2009,7:10:38 p.m.,6,1,-12.10165,-141.95295,Fix
#1182,71899,12/28/2009,12:47:02 a.m.,4,2,-12.10165,-141.95292,Fix
#1268,71899,1/7/2010,5:57:38 p.m.,6,1,-12.10163,-141.95284,Fix
#1041,71899,12/10/2009,11:23:57 a.m.,6,8,-12.10161,-141.95336,Fix
#1322,71899,1/14/2010,11:29:56 a.m.,5,1,-12.1016,-141.95283,Fix
#1050,71899,12/11/2009,2:16:40 p.m.,4,2,-12.10159,-141.95293,Fix
#1051,71899,12/11/2009,5:16:38 p.m.,6,4,-12.10158,-141.95284,Fix
#1065,71899,12/13/2009,11:06:38 a.m.,6,1,-12.10158,-141.95277,Fix
#1067,71899,12/13/2009,5:06:08 p.m.,6,2,-12.10158,-141.95296,Fix
#1130,71899,12/21/2009,1:22:38 p.m.,7,4,-12.10158,-141.95306,Fix
#1138,71899,12/22/2009,1:17:26 p.m.,5,1,-12.10158,-141.95341,Fix
#1001,71899,12/5/2009,11:54:38 a.m.,7,1,-12.10157,-141.95283,Fix
#1131,71899,12/21/2009,4:22:38 p.m.,6,1,-12.10156,-141.95294,Fix
#1516,71899,2/7/2010,3:31:38 p.m.,5,2,-12.10156,-141.95336,Fix
#1071,71899,12/14/2009,4:59:38 a.m.,6,1,-12.10155,-141.95289,Fix
#1194,71899,12/29/2009,12:38:38 p.m.,6,2,-12.10155,-141.95323,Fix
#1057,71899,12/12/2009,11:12:56 a.m.,4,2,-12.10154,-141.95293,Fix
#1257,71899,1/6/2010,9:01:39 a.m.,5,1,-12.10154,-141.95288,Fix
#1284,71899,1/9/2010,5:48:38 p.m.,5,2,-12.10153,-141.95257,Fix
#1676,71899,2/27/2010,1:41:39 p.m.,7,1,-12.10153,-141.95302,Fix
#1073,71899,12/14/2009,10:58:56 a.m.,6,6,-12.10152,-141.95289,Fix
#1089,71899,12/16/2009,10:52:03 a.m.,6,2,-12.10152,-141.95277,Fix
#1340,71899,1/16/2010,5:20:02 p.m.,6,1,-12.10152,-141.95282,Fix
#1066,71899,12/13/2009,2:05:58 p.m.,5,2,-12.10151,-141.95275,Fix
#1104,71899,12/18/2009,7:40:39 a.m.,8,0,-12.10151,-141.9529,Fix
#1329,71899,1/15/2010,8:29:09 a.m.,4,1,-12.10151,-141.95351,Fix
#1409,71899,1/25/2010,7:44:38 a.m.,5,1,-12.10151,-141.9529,Fix
#1043,71899,12/10/2009,5:21:38 p.m.,4,3,-12.1015,-141.95318,Fix
#1144,71899,12/23/2009,7:12:50 a.m.,5,1,-12.1015,-141.95348,Fix
#1042,71899,12/10/2009,2:21:39 p.m.,4,2,-12.10149,-141.95319,Fix
#1325,71899,1/14/2010,8:30:38 p.m.,5,2,-12.10149,-141.95285,Fix
#1492,71899,2/4/2010,3:43:38 p.m.,9,1,-12.10149,-141.95271,Fix
#1018,71899,12/7/2009,2:42:26 p.m.,4,3,-12.10148,-141.95366,Fix
#1153,71899,12/24/2009,10:05:58 a.m.,5,1,-12.10148,-141.95348,Fix
#1691,71899,3/1/2010,10:30:38 a.m.,6,1,-12.10148,-141.95284,Fix
#1019,71899,12/7/2009,5:39:52 p.m.,5,2,-12.10147,-141.95392,Fix
#1250,71899,1/5/2010,12:06:32 p.m.,5,5,-12.10147,-141.95321,Fix
#1265,71899,1/7/2010,8:58:08 a.m.,5,1,-12.10147,-141.95292,Fix
#1571,71899,2/14/2010,11:52:57 a.m.,4,2,-12.10147,-141.95299,Fix
#1787,71899,3/13/2010,9:22:08 a.m.,5,2,-12.10147,-141.95315,Fix
#1140,71899,12/22/2009,7:15:39 p.m.,6,1,-12.10146,-141.95359,Fix
#1154,71899,12/24/2009,1:05:40 p.m.,5,1,-12.10146,-141.95354,Fix
#1155,71899,12/24/2009,4:04:26 p.m.,6,1,-12.10146,-141.95282,Fix
